_id,case_no,ap_case_defn_key,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location
1744,V721824,1013,2023-12-21 09:53:14,Closed,1001.3.2,N/A,Testing & Certification,11,,Royce,RD,Allston,MA,02134,21,60 LEO M BIRMINGHAM PKWY,,BRIGHTON,MA,02135,119328,42.34899999961315,-71.13181000205701,"(42.34899999961315, -71.13181000205701)"
1745,V721679,1013,2023-12-20 14:58:34,Closed,102.8,N/A,Maintenance,333,,Massachusetts,AV,Boston,MA,02115,04,333 - 34 MASSACHUSETTS AVE,C/O RHF FOUNDATION INC,BOSTON,MA,02115,352882,42.34227064313027,-71.08467301899543,"(42.34227064313027, -71.08467301899543)"
1746,V721672,1013,2023-12-20 14:43:46,Closed,102.8,N/A,Maintenance,1795,1799,Commonwealth,AV,Brighton,MA,02135,21,228 Dean Road,,Brookline,MA,02445,38689,42.34064766486061,-71.15157625755619,"(42.34064766486061, -71.15157625755619)"
1747,V721612,1013,2023-12-20 13:44:58,Open,105.1,N/A,Failure to Obtain Permit,102,,Moreland,ST,Roxbury,MA,02119,08,102  MORELAND  ST,,ROXBURY,MA,02119,97351,42.32307700012892,-71.07683700056758,"(42.32307700012892, -71.07683700056758)"
1748,V721624,1013,2023-12-20 11:42:04,Closed,105.1,N/A,Failure to Obtain Permit,236,,Commercial,ST,Boston,MA,02109,03,190 High Street,6th Floor,Boston,MA,02110,163686,42.363773810422686,-71.05153032881609,"(42.363773810422686, -71.05153032881609)"
1749,V721566,1013,2023-12-20 08:49:06,Closed,105.1,N/A,Failure to Obtain Permit,26,,Snow,ST,Brighton,MA,02135,22,26 SNOW ST,,BRIGHTON,MA,02135,128205,42.34605000031332,-71.14877000141469,"(42.34605000031332, -71.14877000141469)"
1750,V721561,1013,2023-12-20 08:37:31,Open,102.8,N/A,Maintenance,20,,Floyd,ST,Dorchester,MA,02124,14,20  FLOYD  ST,,DORCHESTER,MA,02124,59038,42.28994000059321,-71.08869000153989,"(42.28994000059321, -71.08869000153989)"
1751,V721557,1013,2023-12-20 08:26:58,Closed,102.8,N/A,Maintenance,24,,Kenwood,ST,Dorchester,MA,02124,17,24 KENWOOD ST,,DORCHESTER,MA,02124,81385,42.29207999961447,-71.07056000109128,"(42.29207999961447, -71.07056000109128)"
1752,V721432,1013,2023-12-19 14:10:59,Closed,105.1,N/A,Failure to Obtain Permit,7,,Germania,ST,Jamaica Plain,MA,02130,11,426 SW KABOT AVe,,PORT ST LUCIE,FL,34953,63550,42.31401000038303,-71.10179000047083,"(42.31401000038303, -71.10179000047083)"
1753,V721429,1013,2023-12-19 13:51:38,Closed,116,N/A,Unsafe Structures,38,,Fordham,RD,Allston,MA,02134,21,16 GARDNER RD,,BROOKLINE,MA,02446,59257,42.351089999665334,-71.12780000152063,"(42.351089999665334, -71.12780000152063)"
1754,V721423,1013,2023-12-19 13:24:37,Closed,116,N/A,Unsafe Structures,41,,Upham,AV,Dorchester,MA,02125,13,41 UPHAM AV,Unit 1,DORCHESTER,MA,02125,139489,42.31512999952049,-71.06399000158598,"(42.31512999952049, -71.06399000158598)"
1755,V721150,1013,2023-12-18 15:29:48,Closed,102.8,N/A,Maintenance,94,,Safford,ST,Hyde Park,MA,02136,18,94 Safford st,Hyde Park,HYDE PARK,MA,02136,120451,42.26690000043435,-71.11381000074633,"(42.26690000043435, -71.11381000074633)"
1756,V720826,1013,2023-12-15 15:53:37,Closed,143 sec 3L,N/A,Working Without Electrical Permit,7,,Caton,ST,Mattapan,MA,02126,18,7 CATON ST,,HYDE PARK,MA,02136,26486,42.26521999983459,-71.10000000050454,"(42.26521999983459, -71.10000000050454)"
1757,V720792,1013,2023-12-15 11:02:50,Closed,105.1,N/A,Failure to Obtain Permit,1747,,Commonwealth,AV,Brighton,MA,02135,21,MANAGER CHRISTOS RINGOS,1747 COMMONWEALTH AVE,BRIGHTON,MA,02135,38596,42.34172000065178,-71.14972000106879,"(42.34172000065178, -71.14972000106879)"
1758,V720785,1013,2023-12-15 10:27:12,Closed,Article 4 Section 4-3,N/A,No use of premises permit:,1747,,Commonwealth,AV,Brighton,MA,02135,21,MANAGER CHRISTOS RINGOS,1747COMMONWEALTH AVE,BRIGHTON,MA,02135,38596,42.34172000065178,-71.14972000106879,"(42.34172000065178, -71.14972000106879)"
1759,V720668,1013,2023-12-14 15:36:07,Closed,102.8,N/A,Maintenance,40,,Newmarket,SQ,Roxbury,MA,02118,08,44 ALTANTIC AVENUE,,SWAM,MA,01907,102172,42.3290200007787,-71.06525000088764,"(42.3290200007787, -71.06525000088764)"
1760,V720588,1013,2023-12-14 11:20:07,Closed,105.1,N/A,Failure to Obtain Permit,118,,Highland,ST,Roxbury,MA,02119,11,118 Highland Street,,Roxbury,MA,02119,73683,42.32607999936222,-71.09281000162527,"(42.32607999936222, -71.09281000162527)"
1761,V720302,1013,2023-12-13 10:44:27,Closed,116,N/A,Unsafe Structures,1320,,Dorchester,AV,Dorchester,MA,02122,15,1332 Dorchester Ave,,Dorchester,MA,02122,48286,42.30554917895788,-71.05873604714209,"(42.30554917895788, -71.05873604714209)"
1762,V720295,1013,2023-12-13 09:48:05,Closed,116,N/A,Unsafe Structures,80,92,Spring,ST,West Roxbury,MA,02132,20,555 High street unit #101,,Westwood,MA,02090,169904,42.27699880476993,-71.16380195760613,"(42.27699880476993, -71.16380195760613)"
1763,V720117,1013,2023-12-12 14:50:48,Closed,116,N/A,Unsafe Structures,16,18,Gardner,ST,Roxbury,MA,02119,11,"48 Lambert Ave, #3",,Roxbury,MA,02119,62641,42.32990400020768,-71.09446400120412,"(42.32990400020768, -71.09446400120412)"
1764,V720015,1013,2023-12-12 14:11:17,Closed,102.8,N/A,Maintenance,31,33,Thacher,ST,Boston,MA,02113,03,31 Thacher,,boston,ma,02113,134649,42.365360000379496,-71.0579300018164,"(42.365360000379496, -71.0579300018164)"
1765,V719992,1013,2023-12-12 10:20:12,Open,116,N/A,Unsafe Structures,39,,Massasoit,ST,Mattapan,MA,02136,18,39 MASSASOIT ST,,HYDE PARK,MA,02136,92695,42.262319999918276,-71.10086000121059,"(42.262319999918276, -71.10086000121059)"
1766,V719984,1013,2023-12-12 09:58:29,Closed,3306.1,N/A,Protection of Pedestrians,46,,Massasoit,ST,Mattapan,MA,02136,18,46 MASSASOIT ST,,HYDE PARK,MA,02136,92698,42.26224999963545,-71.10033000150166,"(42.26224999963545, -71.10033000150166)"
1767,V719978,1013,2023-12-12 09:44:22,Open,1006.1,N/A,Number of Exits or Exit Access,46,,Massasoit,ST,Mattapan,MA,02136,18,46 MASSASOIT ST,,HYDE PARK,MA,02136,92698,42.26224999963545,-71.10033000150166,"(42.26224999963545, -71.10033000150166)"
1768,V719683,1013,2023-12-11 11:31:11,Closed,102.8,N/A,Maintenance,77,81,Milk,ST,Boston,MA,02110,03,200 Broadway,Suite 205,Lynnfield,MA,01940,167689,42.35665120982911,-71.05650797181636,"(42.35665120982911, -71.05650797181636)"
1769,V719319,1013,2023-12-08 09:09:04,Open,105.1,N/A,Failure to Obtain Permit,18,,Plain,ST,Dorchester,MA,02122,16,20 Plain St,,Dorchester,MA,02122,110965,42.286832965846024,-71.04899942936426,"(42.286832965846024, -71.04899942936426)"
1770,V719320,1013,2023-12-08 08:55:47,Open,105.1,N/A,Failure to Obtain Permit,20,,Plain,ST,Dorchester,MA,02122,16,20 Plain St,,Dorchester,MA,02122,440545,42.286924239408194,-71.04914753012358,"(42.286924239408194, -71.04914753012358)"
1771,V719227,1013,2023-12-07 13:18:27,Closed,107.4,N/A,Failed to comply w permit term,95,,Bennington,ST,East Boston,MA,02128,01,"10 NEW ST, APT 1514",,BOSTON,MA,02128,14945,42.3761399995687,-71.03521000167365,"(42.3761399995687, -71.03521000167365)"
1772,V718938,1013,2023-12-06 11:57:53,Closed,116,N/A,Unsafe Structures,31,,Creston,ST,Dorchester,MA,02121,14,31 CRESTON ST,,DORCHESTER,MA,02121,44370,42.31183000066086,-71.07886000150185,"(42.31183000066086, -71.07886000150185)"
1773,V718933,1013,2023-12-06 11:34:40,Closed,116,N/A,Unsafe Structures,7,,Mascoma,ST,Dorchester,MA,02121,13,7 MASCOMA ST,,DORCHESTER,MA,02121,91848,42.312499999786525,-71.0750700013996,"(42.312499999786525, -71.0750700013996)"
1774,V718905,1013,2023-12-06 10:49:35,Closed,116,N/A,Unsafe Structures,41,,Upham,AV,Dorchester,MA,02125,13,41 UPHAM AV,UNIT 1,DORCHESTER,MA,02125,139489,42.31512999952049,-71.06399000158598,"(42.31512999952049, -71.06399000158598)"
1775,V718403,1013,2023-12-04 15:17:22,Closed,116,N/A,Unsafe Structures,343,,Market,ST,Brighton,MA,02135,22,90 Arlington st,,Newton,Ma,02458,90213,42.35139000025708,-71.15229000086605,"(42.35139000025708, -71.15229000086605)"
1776,V717550,1013,2023-11-29 15:20:38,Closed,110.12(A),N/A,Unused openings,11,,Parkside,DR,Jamaica Plain,MA,02130,19,20 AGATHA STREET,,REVERE,MA,02151,108099,42.31142000004073,-71.13146000119494,"(42.31142000004073, -71.13146000119494)"
1777,V715581,1013,2023-11-29 14:51:46,Closed,408.4 A,N/A,Circuit Directory ot Circuit Description,11,,Parkside,DR,Jamaica Plain,MA,02130,19,20 Agatha st,,Revere,Ma,02151,108099,42.31142000004073,-71.13146000119494,"(42.31142000004073, -71.13146000119494)"
1778,V713268,1013,2023-11-29 10:09:09,Closed,107.4,N/A,Failed to comply w permit term,24,,Jersey,ST,Boston,MA,02215,05,4 JERSEY ST,,BOSTON,MA,02215,153278,42.346353000194256,-71.09839300127169,"(42.346353000194256, -71.09839300127169)"
1779,V703154,1013,2023-11-29 10:02:50,Open,105.1,N/A,Failure to Obtain Permit,101,,Gallivan,BL,Mattapan,MA,02126,17,1311 Wise St,,Lynchburg,VA,24504,62201,42.2778699996386,-71.07382000166662,"(42.2778699996386, -71.07382000166662)"
1780,V717407,1013,2023-11-29 09:11:45,Closed,105.1,N/A,Failure to Obtain Permit,472,,Norfolk,ST,Mattapan,MA,02126,14,472 Norfolk st,,Mattapan,ma,02126,103342,42.280149999481345,-71.08806000169923,"(42.280149999481345, -71.08806000169923)"
1781,V717251,1013,2023-11-28 15:37:31,Open,105.1,N/A,Failure to Obtain Permit,430,,Washington,ST,Dorchester,MA,02124,17,430 WASHINGTON,,DORCHESTER,MA,02124,146078,42.29657999981143,-71.07200000126883,"(42.29657999981143, -71.07200000126883)"
1782,V717132,1013,2023-11-28 10:40:58,Closed,102.8,N/A,Maintenance,415,,Poplar,ST,Roslindale,MA,02131,18,53 LAWRENCE ROAD,,MILTON,MA,02186,111875,42.276762040063645,-71.12529476390182,"(42.276762040063645, -71.12529476390182)"
1783,V717119,1013,2023-11-28 10:09:59,Closed,107.4,N/A,Failed to comply w permit term,166,168,Bayswater,ST,East Boston,MA,02128,01,166 BAYSWATER ST,,EAST BOSTON,MA,02128,9239,42.382678999735596,-70.99979500113677,"(42.382678999735596, -70.99979500113677)"
1784,V716886,1013,2023-11-27 14:17:59,Closed,110.5,N/A,Inspections,3,,Rosa,ST,Hyde Park,MA,02136,18,3 ROSA ST,,HYDE PARK,MA,02136,118233,42.261819999727926,-71.11208000157146,"(42.261819999727926, -71.11208000157146)"
1785,V716173,1013,2023-11-22 08:19:58,Open,111.1,N/A,Certificate of Occupancy,70,72,Bennington,ST,East Boston,MA,02128,01,72 bennington  st,,east boston,ma,02128,14891,42.37597600038205,-71.0363840010177,"(42.37597600038205, -71.0363840010177)"
1786,V716029,1013,2023-11-21 11:30:32,Closed,4-3,N/A,Building or Use of Premise req,52,,Magnolia,ST,Dorchester,MA,02125,13,52 Magnolia st #1,,Dorchester,MA,02125,88328,42.31682000041578,-71.0704500009015,"(42.31682000041578, -71.0704500009015)"
1787,V715907,1013,2023-11-20 13:15:29,Closed,116,N/A,Unsafe Structures,112,,Sawyer,AV,Dorchester,MA,02125,13,188 WHITING ST #10,,HINGHAM,MA,02043,123515,42.31355999996065,-71.06357000129617,"(42.31355999996065, -71.06357000129617)"
1788,V715870,1013,2023-11-20 11:43:59,Closed,116,N/A,Unsafe Structures,911,913,Blue Hill,AV,Dorchester,MA,02124,14,C/O PEABODY PROPERTIES,536 GRANITE ST,BRAINTREE,MA,02184,16590,42.29326999979235,-71.08883000182453,"(42.29326999979235, -71.08883000182453)"
1789,V715866,1013,2023-11-20 11:27:10,Closed,116,N/A,Unsafe Structures,17,,Rector,RD,Mattapan,MA,02126,18,17 RECTOR RD,,MATTAPAN,MA,02126,114945,42.265770000360895,-71.09973000138359,"(42.265770000360895, -71.09973000138359)"
1790,V715864,1013,2023-11-20 11:20:34,Closed,116,N/A,Unsafe Structures,416,,Adams,ST,Dorchester,MA,02122,16,416 ADAMS STREET,,DORCHESTER,MA,02122,715,42.29513000025618,-71.0559700012955,"(42.29513000025618, -71.0559700012955)"
1791,V715859,1013,2023-11-20 11:12:13,Closed,116,N/A,Unsafe Structures,20,,Preble,ST,South Boston,MA,02127,07,10 ROSECLAIR STREET,,DORCHESTER,MA,02125,390274,42.32953000029448,-71.05609000162674,"(42.32953000029448, -71.05609000162674)"
1792,V714964,1013,2023-11-20 09:44:07,Closed,210.52 G 1,N/A,Garages ,11,,Parkside,DR,Jamaica Plain,MA,02130,19,20 AGATHA STREET,,REVERE,MA,02151,108099,42.31142000004073,-71.13146000119494,"(42.31142000004073, -71.13146000119494)"
1793,V715632,1013,2023-11-17 14:56:53,Closed,105.1,N/A,Failure to Obtain Permit,49,53,Grove,ST,Boston,MA,02114,05,89 Myrtle St,,Boston,MA,02114,67567,42.35939999961107,-71.06873000072956,"(42.35939999961107, -71.06873000072956)"
1794,V656789,1013,2023-11-17 14:47:22,Closed,105.1,N/A,Failure to Obtain Permit,20,,Old,RD,Dorchester,MA,02121,14,6 CATHYWOOD CT,,CLIFTON PARK,NY,12065,105059,42.30198999954236,-71.08487000146357,"(42.30198999954236, -71.08487000146357)"
1795,V682201,1013,2023-11-17 11:45:49,Closed,105.1,N/A,Failure to Obtain Permit,194,,London,ST,East Boston,MA,02128,01,129 INDIAN LANE,,CANTON,MA,02021,87031,42.37525400062297,-71.0369730018905,"(42.37525400062297, -71.0369730018905)"
1796,V692804,1013,2023-11-17 10:49:35,Closed,105.1,N/A,Failure to Obtain Permit,69,,Revere,ST,Boston,MA,02114,05,4601 GULF SHORE BL NORTH P4,,NAPLES,FL,33940,115428,42.35962000037298,-71.06891000106152,"(42.35962000037298, -71.06891000106152)"
1797,V690278,1013,2023-11-17 10:39:28,Open,102.8,N/A,Maintenance,59,,Eagle,ST,East Boston,MA,02128,01,59 W EAGLE ST,,E BOSTON,MA,02128,50767,42.38118999994085,-71.03733000093331,"(42.38118999994085, -71.03733000093331)"
1798,V715563,1013,2023-11-17 10:09:35,Closed,116,N/A,Unsafe Structures,19,,Fresno,ST,Roslindale,MA,02131,20,1200 Centre St,,Boston,MA,02131,60961,42.28396999992749,-71.13675000132872,"(42.28396999992749, -71.13675000132872)"
1799,V690270,1013,2023-11-17 09:25:21,Open,105.1,N/A,Failure to Obtain Permit,59,,Eagle,ST,East Boston,MA,02128,01,59 W EAGLE ST,,E BOSTON,MA,02128,50767,42.38118999994085,-71.03733000093331,"(42.38118999994085, -71.03733000093331)"
1800,V693789,1013,2023-11-17 09:15:02,Closed,116,N/A,Unsafe Structures,18,,Robeson,ST,Jamaica Plain,MA,02130,11,"500 Lincoln St, 2nd floor",,Allston,MA,02134,117253,42.30973644367914,-71.10143483740326,"(42.30973644367914, -71.10143483740326)"
1801,V714974,1013,2023-11-14 15:41:31,Closed,105.1,N/A,Failure to Obtain Permit,68,,Harold,ST,Roxbury,MA,02121,12,68 Harold ST,,Roxbury,MA,02119,69621,42.31856999985065,-71.08900000168772,"(42.31856999985065, -71.08900000168772)"
1802,V714971,1013,2023-11-14 15:33:55,Closed,105.1,N/A,Failure to Obtain Permit,66,,Harold,ST,Roxbury,MA,02121,12,66 HAROLD ST,,ROXBURY,MA,02119,69620,42.31862000078387,-71.08899000124192,"(42.31862000078387, -71.08899000124192)"
1803,V713916,1013,2023-11-07 14:28:36,Closed,116,N/A,Unsafe Structures,3101,3105,Washington,ST,Roxbury,MA,02119,11,54 Parklawn Road,,West Roxbury,MA,02132,144624,42.31516000014002,-71.09918000151737,"(42.31516000014002, -71.09918000151737)"
1804,V713763,1013,2023-11-06 15:39:11,Open,116,N/A,Unsafe Structures,36,,Prescott,ST,East Boston,MA,02128,01,140 SOUTH STREET,,RANDOLPH,MA,02368,168887,42.37988857593542,-71.03021972196528,"(42.37988857593542, -71.03021972196528)"
1805,V713432,1013,2023-11-03 14:16:52,Closed,105.1,N/A,Failure to Obtain Permit,15,,Channel Center,ST,Boston,MA,02210,06,15 Channel Center Street,Unit 213,Boston,MA,02210,28851,42.3456680002816,-71.05112000216585,"(42.3456680002816, -71.05112000216585)"
1806,V713428,1013,2023-11-03 14:02:00,Closed,105.1,N/A,Failure to Obtain Permit,19,19A,Burney,ST,Mission Hill,MA,02120,10,239 WEST NEWTON STREET,,BOSTON,MA,02116,162752,42.3316386445363,-71.09988988778927,"(42.3316386445363, -71.09988988778927)"
1807,V713125,1013,2023-11-02 08:03:28,Closed,105.1,N/A,Failure to Obtain Permit,26,,Ridgewood,ST,Dorchester,MA,02122,15,139 SALEM STREET,,READING,MA,02167,116005,42.302059999398395,-71.0665200009396,"(42.302059999398395, -71.0665200009396)"
1808,V663989,1013,2023-11-01 10:48:52,Closed,116,N/A,Unsafe Structures,8,,Scribner,RD,Hyde Park,MA,02136,18,17 MILLSTON ROAD,,HYDE PARK,MA,02136,124014,42.25049000015327,-71.13457000057123,"(42.25049000015327, -71.13457000057123)"
1809,V711720,1013,2023-10-31 12:28:04,Open,105.1,N/A,Failure to Obtain Permit,44,46,Rosemont,ST,Mattapan,MA,02136,18,1237 CANTON AVE,,MILTON,MA,02186,118458,42.26555500062532,-71.10441900180038,"(42.26555500062532, -71.10441900180038)"
1810,V711670,1013,2023-10-31 10:23:02,Closed,116,N/A,Unsafe Structures,68,,Orient,AV,East Boston,MA,02128,01,521-523 CAMBRIDGE STREET,,ALLSTON,MA,02134,105633,42.389909999896524,-71.00207000183073,"(42.389909999896524, -71.00207000183073)"
1811,V710954,1013,2023-10-30 10:13:25,Closed,230.9 A,N/A,Clearance from Windows,4,2,Sparhawk,ST,Brighton,MA,02135,22,4 SPARHAWK ST #4A,,BRIGHTON,MA,02135,129268,42.35021800030903,-71.14822700064289,"(42.35021800030903, -71.14822700064289)"
1812,V711168,1013,2023-10-27 10:33:49,Closed,102.8,N/A,Maintenance,296,,State,ST,Boston,MA,02110,03,296 STATE STREET,,BOSTON,MA,02109,130424,42.36021436884478,-71.05067647432195,"(42.36021436884478, -71.05067647432195)"
1813,V711133,1013,2023-10-27 07:40:46,Open,116.1,N/A,Unsafe and Dangerous,33,,Princeton,ST,East Boston,MA,02128,01,46 PRINCETON ST,,EAST BOSTON,MA,02128,113322,42.37670000013125,-71.037700000257,"(42.37670000013125, -71.037700000257)"
1814,V711129,1013,2023-10-27 07:34:55,Closed,116.1,N/A,Unsafe and Dangerous,33,,Princeton,ST,East Boston,MA,02128,01,46 PRINCETON ST,,EAST BOSTON,MA,02128,113322,42.37670000013125,-71.037700000257,"(42.37670000013125, -71.037700000257)"
1815,V710983,1013,2023-10-26 11:30:22,Closed,102.8,N/A,Maintenance,66,,Saint James,ST,Roxbury,MA,02119,12,61 Waldeck Street,,Dorchester,MA,02124,169947,42.326732999989844,-71.08670700189748,"(42.326732999989844, -71.08670700189748)"
1816,V710976,1013,2023-10-26 11:07:22,Open,105.1,N/A,Failure to Obtain Permit,61,,Wales,ST,Dorchester,MA,02124,14,61 WALES ST,Unit 3,DORCHESTER,MA,02124,141585,42.295329999348304,-71.08435000144247,"(42.295329999348304, -71.08435000144247)"
1817,V710949,1013,2023-10-26 09:51:08,Closed,105.1,N/A,Failure to Obtain Permit,114,,Walworth,ST,Roslindale,MA,02131,20,114 WALWORTH ST,,ROSLINDALE,MA,02131,142580,42.283289999520086,-71.13719000184011,"(42.283289999520086, -71.13719000184011)"
1818,V710930,1013,2023-10-26 08:50:08,Open,104.6,N/A,Right of Entry,58,,Harding,RD,Roslindale,MA,02131,18,58 HARDING RD ROSLINDALE,,ROSLINDALE,MA,02131,69435,42.28194000028015,-71.11766000136737,"(42.28194000028015, -71.11766000136737)"
1819,V710679,1013,2023-10-25 10:01:55,Closed,105.1,N/A,Failure to Obtain Permit,73,83,Main,ST,Charlestown,MA,02129,02,C/O TANGIERINO--ATTN SAMAD,83 MAIN STREET,CHARLESTOWN,MA,02129,167254,42.37381938187018,-71.06269702395893,"(42.37381938187018, -71.06269702395893)"
1820,V710451,1013,2023-10-24 11:18:26,Closed,111.1,N/A,Certificate of Occupancy,136,,Newbury,ST,Boston,MA,02116,05,745 BOYLSTON STREET,,BOSTON,MA,02116,101345,42.35085000075716,-71.07684000133264,"(42.35085000075716, -71.07684000133264)"
1821,V710436,1013,2023-10-24 10:46:41,Closed,1001.3.2,N/A,Testing & Certification,406,,Beacon,ST,Boston,MA,02115,05,252 WINTROP STREET,,MEDFORD,MA,02155,11376,42.35208999990824,-71.08582000098654,"(42.35208999990824, -71.08582000098654)"
1822,V710420,1013,2023-10-24 10:22:24,Closed,102.8,N/A,Maintenance,36,,Beacon,ST,Boston,MA,02108,05,C/O MARSTON BEACON HILL,115 CHARLES STREET,BOSTON,MA,02114,11236,42.35725999965065,-71.0654800019875,"(42.35725999965065, -71.0654800019875)"
1823,V710396,1013,2023-10-24 09:15:11,Closed,248 CMR 10:06,N/A,Materials (A) Min. Standards,100,110,Lincoln,ST,Brighton,MA,02135,22,100 LINCOLN STREET,,BRIGHTON,MA,02135,85963,42.35829745871061,-71.14238957672043,"(42.35829745871061, -71.14238957672043)"
1824,V710319,1013,2023-10-23 15:07:52,Closed,105.6,N/A,Suspension or Revocation,531,,Bennington,ST,East Boston,MA,02128,01,ONE CURTIS STREET,,EAST BOSTON,MA,02128,14768,42.38191999972518,-71.01961000109301,"(42.38191999972518, -71.01961000109301)"
1825,V710316,1013,2023-10-23 14:53:46,Closed,104.6,N/A,Right of Entry,1118,,Bennington,ST,East Boston,MA,02128,01,C/O MARTHA GALLEGO,118 BENNINGTON STREET,EAST BOSTON,MA,02128,14572,42.388210000622706,-71.00213000118715,"(42.388210000622706, -71.00213000118715)"
1826,V710313,1013,2023-10-23 14:31:24,Closed,1001.3.2,N/A,Testing & Certification,4,2,Sparhawk,ST,Brighton,MA,02135,22,4 SPARHAWK ST #4A,,BRIGHTON,MA,02135,129268,42.35021800030903,-71.14822700064289,"(42.35021800030903, -71.14822700064289)"
1827,V710231,1013,2023-10-23 10:06:33,Closed,116,N/A,Unsafe Structures,663,,Sixth,ST,South Boston,MA,02127,06,663 EAST SIXTH STREET,,SOUTH BOSTON,MA,02127,127742,42.333048189372136,-71.03387639883864,"(42.333048189372136, -71.03387639883864)"
1828,V710226,1013,2023-10-23 09:35:50,Open,116,N/A,Unsafe Structures,9,11,Melbourne,ST,Dorchester,MA,02124,16,"31 DANA AVE, STE 3A",,BOSTON,MA,02136,93868,42.291280000019185,-71.06618000153254,"(42.291280000019185, -71.06618000153254)"
1829,V709950,1013,2023-10-20 10:00:21,Closed,116,N/A,Unsafe Structures,4,,Sparhawk,ST,Brighton,MA,02135,22,4 SPARHAWK ST #4A,,BRIGHTON,MA,02135,169885,42.350196326610195,-71.14817574212483,"(42.350196326610195, -71.14817574212483)"
1830,V709935,1013,2023-10-20 08:53:56,Closed,105.1,N/A,Failure to Obtain Permit,69,,Saint Andrew,RD,East Boston,MA,02128,01,80 Saint Andrew Rd,,East Boston,MA,02128,120589,42.38410000010244,-71.00210000152434,"(42.38410000010244, -71.00210000152434)"
1831,V676761,1013,2023-10-19 10:33:39,Closed,105.1,N/A,Failure to Obtain Permit,36,42,Broadway,,South Boston,MA,02127,06,136 NEWBURY STREET,,BOSTON,MA,02116,21446,42.342689999797884,-71.05628000081445,"(42.342689999797884, -71.05628000081445)"
1832,V604047,1013,2023-10-19 10:03:40,Closed,102.8,N/A,Maintenance,67,,Lawrence,AV,Dorchester,MA,02121,14,"258 HARVARD ST, Unit 371",,BROOKLINE,MA,02446,344487,42.31160338406164,-71.07659934265271,"(42.31160338406164, -71.07659934265271)"
